frame.number,frame.time,eth.src,eth.dst,eth.type,ip.src,ip.dst,tcp.srcport,tcp.dstport,_ws.col.protocol,_ws.col.info
"5193","Jul 14, 2025 09:51:30.683475000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.10.10","10.10.20.30","502","64279","TCP","[TCP Retransmission] 502 → 64279 [PSH, ACK] Seq=8377 Ack=9433 Win=502 Len=11"
"5194","Jul 14, 2025 09:51:30.730643000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","64279 → 502 [ACK] Seq=9433 Ack=8388 Win=20298 Len=0"
"5195","Jul 14, 2025 09:51:30.732726000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Dup ACK 5194#1] 64279 → 502 [ACK] Seq=9433 Ack=8388 Win=20298 Len=0"
"5196","Jul 14, 2025 09:51:30.841795000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","Modbus/TCP","   Query: Trans:   328; Unit:   1, Func:   1: Read Coils"
"5197","Jul 14, 2025 09:51:30.844628000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Retransmission] 64279 → 502 [PSH, ACK] Seq=9433 Ack=8388 Win=20298 Len=12"
"5198","Jul 14, 2025 09:51:30.847930000 EDT","08:00:27:df:f0:f9","08:00:27:6e:55:85","0x8100","10.10.10.10","10.10.20.30","502","64279","Modbus/TCP","Response: Trans:   328; Unit:   1, Func:   1: Read Coils"
"5199","Jul 14, 2025 09:51:30.849906000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.10.10","10.10.20.30","502","64279","TCP","[TCP Retransmission] 502 → 64279 [PSH, ACK] Seq=8388 Ack=9445 Win=502 Len=10"
"5200","Jul 14, 2025 09:51:30.905813000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","64279 → 502 [ACK] Seq=9445 Ack=8398 Win=20288 Len=0"
"5201","Jul 14, 2025 09:51:30.907958000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Dup ACK 5200#1] 64279 → 502 [ACK] Seq=9445 Ack=8398 Win=20288 Len=0"
"5202","Jul 14, 2025 09:51:31.014055000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","Modbus/TCP","   Query: Trans:   329; Unit:   1, Func:   4: Read Input Registers"
"5203","Jul 14, 2025 09:51:31.016118000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Retransmission] 64279 → 502 [PSH, ACK] Seq=9445 Ack=8398 Win=20288 Len=12"
"5204","Jul 14, 2025 09:51:31.019925000 EDT","08:00:27:df:f0:f9","08:00:27:6e:55:85","0x8100","10.10.10.10","10.10.20.30","502","64279","Modbus/TCP","Response: Trans:   329; Unit:   1, Func:   4: Read Input Registers"
"5205","Jul 14, 2025 09:51:31.022184000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.10.10","10.10.20.30","502","64279","TCP","[TCP Retransmission] 502 → 64279 [PSH, ACK] Seq=8398 Ack=9457 Win=502 Len=11"
"5206","Jul 14, 2025 09:51:31.066520000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","64279 → 502 [ACK] Seq=9457 Ack=8409 Win=20277 Len=0"
"5207","Jul 14, 2025 09:51:31.069935000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Dup ACK 5206#1] 64279 → 502 [ACK] Seq=9457 Ack=8409 Win=20277 Len=0"
"5208","Jul 14, 2025 09:51:31.186142000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","Modbus/TCP","   Query: Trans:   330; Unit:   1, Func:   3: Read Holding Registers"
"5209","Jul 14, 2025 09:51:31.188254000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Retransmission] 64279 → 502 [PSH, ACK] Seq=9457 Ack=8409 Win=20277 Len=12"
"5210","Jul 14, 2025 09:51:31.191265000 EDT","08:00:27:df:f0:f9","08:00:27:6e:55:85","0x8100","10.10.10.10","10.10.20.30","502","64279","Modbus/TCP","Response: Trans:   330; Unit:   1, Func:   3: Read Holding Registers"
"5211","Jul 14, 2025 09:51:31.194868000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.10.10","10.10.20.30","502","64279","TCP","[TCP Retransmission] 502 → 64279 [PSH, ACK] Seq=8409 Ack=9469 Win=502 Len=11"
"5212","Jul 14, 2025 09:51:31.241375000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","64279 → 502 [ACK] Seq=9469 Ack=8420 Win=20266 Len=0"
"5213","Jul 14, 2025 09:51:31.244080000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Dup ACK 5212#1] 64279 → 502 [ACK] Seq=9469 Ack=8420 Win=20266 Len=0"
"5214","Jul 14, 2025 09:51:31.366873000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","Modbus/TCP","   Query: Trans:   331; Unit:   1, Func:   1: Read Coils"
"5215","Jul 14, 2025 09:51:31.369318000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Retransmission] 64279 → 502 [PSH, ACK] Seq=9469 Ack=8420 Win=20266 Len=12"
"5216","Jul 14, 2025 09:51:31.374472000 EDT","08:00:27:df:f0:f9","08:00:27:6e:55:85","0x8100","10.10.10.10","10.10.20.30","502","64279","Modbus/TCP","Response: Trans:   331; Unit:   1, Func:   1: Read Coils"
"5217","Jul 14, 2025 09:51:31.376203000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.10.10","10.10.20.30","502","64279","TCP","[TCP Retransmission] 502 → 64279 [PSH, ACK] Seq=8420 Ack=9481 Win=502 Len=10"
"5218","Jul 14, 2025 09:51:31.431126000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","64279 → 502 [ACK] Seq=9481 Ack=8430 Win=20256 Len=0"
"5219","Jul 14, 2025 09:51:31.434118000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Dup ACK 5218#1] 64279 → 502 [ACK] Seq=9481 Ack=8430 Win=20256 Len=0"
"5220","Jul 14, 2025 09:51:31.538968000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","Modbus/TCP","   Query: Trans:   332; Unit:   1, Func:   4: Read Input Registers"
"5221","Jul 14, 2025 09:51:31.540489000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Retransmission] 64279 → 502 [PSH, ACK] Seq=9481 Ack=8430 Win=20256 Len=12"
"5222","Jul 14, 2025 09:51:31.544977000 EDT","08:00:27:df:f0:f9","08:00:27:6e:55:85","0x8100","10.10.10.10","10.10.20.30","502","64279","Modbus/TCP","Response: Trans:   332; Unit:   1, Func:   4: Read Input Registers"
"5223","Jul 14, 2025 09:51:31.547456000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.10.10","10.10.20.30","502","64279","TCP","[TCP Retransmission] 502 → 64279 [PSH, ACK] Seq=8430 Ack=9493 Win=502 Len=11"
"5224","Jul 14, 2025 09:51:31.593452000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","64279 → 502 [ACK] Seq=9493 Ack=8441 Win=20245 Len=0"
"5225","Jul 14, 2025 09:51:31.598140000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Dup ACK 5224#1] 64279 → 502 [ACK] Seq=9493 Ack=8441 Win=20245 Len=0"
"5226","Jul 14, 2025 09:51:31.609031000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","1.1.1.1",,,"DNS","Standard query 0x6ae5 A aka.ms"
"5227","Jul 14, 2025 09:51:31.613140000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.20.1,10.10.20.30","10.10.20.30,1.1.1.1",,,"ICMP","Destination unreachable (Host unreachable)"
"5228","Jul 14, 2025 09:51:31.711548000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","Modbus/TCP","   Query: Trans:   333; Unit:   1, Func:   3: Read Holding Registers"
"5229","Jul 14, 2025 09:51:31.715439000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Retransmission] 64279 → 502 [PSH, ACK] Seq=9493 Ack=8441 Win=20245 Len=12"
"5230","Jul 14, 2025 09:51:31.719462000 EDT","08:00:27:df:f0:f9","08:00:27:6e:55:85","0x8100","10.10.10.10","10.10.20.30","502","64279","Modbus/TCP","Response: Trans:   333; Unit:   1, Func:   3: Read Holding Registers"
"5231","Jul 14, 2025 09:51:31.721022000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.10.10","10.10.20.30","502","64279","TCP","[TCP Retransmission] 502 → 64279 [PSH, ACK] Seq=8441 Ack=9505 Win=502 Len=11"
"5232","Jul 14, 2025 09:51:31.770357000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","64279 → 502 [ACK] Seq=9505 Ack=8452 Win=20234 Len=0"
"5233","Jul 14, 2025 09:51:31.772982000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Dup ACK 5232#1] 64279 → 502 [ACK] Seq=9505 Ack=8452 Win=20234 Len=0"
"5234","Jul 14, 2025 09:51:31.881406000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","Modbus/TCP","   Query: Trans:   334; Unit:   1, Func:   1: Read Coils"
"5235","Jul 14, 2025 09:51:31.883762000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Retransmission] 64279 → 502 [PSH, ACK] Seq=9505 Ack=8452 Win=20234 Len=12"
"5236","Jul 14, 2025 09:51:31.887680000 EDT","08:00:27:df:f0:f9","08:00:27:6e:55:85","0x8100","10.10.10.10","10.10.20.30","502","64279","Modbus/TCP","Response: Trans:   334; Unit:   1, Func:   1: Read Coils"
"5237","Jul 14, 2025 09:51:31.891389000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.10.10","10.10.20.30","502","64279","TCP","[TCP Retransmission] 502 → 64279 [PSH, ACK] Seq=8452 Ack=9517 Win=502 Len=10"
"5238","Jul 14, 2025 09:51:31.938840000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","64279 → 502 [ACK] Seq=9517 Ack=8462 Win=20224 Len=0"
"5239","Jul 14, 2025 09:51:31.942790000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Dup ACK 5238#1] 64279 → 502 [ACK] Seq=9517 Ack=8462 Win=20224 Len=0"
"5240","Jul 14, 2025 09:51:32.053146000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","Modbus/TCP","   Query: Trans:   335; Unit:   1, Func:   4: Read Input Registers"
"5241","Jul 14, 2025 09:51:32.057309000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Retransmission] 64279 → 502 [PSH, ACK] Seq=9517 Ack=8462 Win=20224 Len=12"
"5242","Jul 14, 2025 09:51:32.060627000 EDT","08:00:27:df:f0:f9","08:00:27:6e:55:85","0x8100","10.10.10.10","10.10.20.30","502","64279","Modbus/TCP","Response: Trans:   335; Unit:   1, Func:   4: Read Input Registers"
"5243","Jul 14, 2025 09:51:32.064609000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.10.10","10.10.20.30","502","64279","TCP","[TCP Retransmission] 502 → 64279 [PSH, ACK] Seq=8462 Ack=9529 Win=502 Len=11"
"5244","Jul 14, 2025 09:51:32.113565000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","64279 → 502 [ACK] Seq=9529 Ack=8473 Win=20213 Len=0"
"5245","Jul 14, 2025 09:51:32.116494000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Dup ACK 5244#1] 64279 → 502 [ACK] Seq=9529 Ack=8473 Win=20213 Len=0"
"5246","Jul 14, 2025 09:51:32.226179000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","Modbus/TCP","   Query: Trans:   336; Unit:   1, Func:   3: Read Holding Registers"
"5247","Jul 14, 2025 09:51:32.228528000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Retransmission] 64279 → 502 [PSH, ACK] Seq=9529 Ack=8473 Win=20213 Len=12"
"5248","Jul 14, 2025 09:51:32.231773000 EDT","08:00:27:df:f0:f9","08:00:27:6e:55:85","0x8100","10.10.10.10","10.10.20.30","502","64279","Modbus/TCP","Response: Trans:   336; Unit:   1, Func:   3: Read Holding Registers"
"5249","Jul 14, 2025 09:51:32.235575000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.10.10","10.10.20.30","502","64279","TCP","[TCP Retransmission] 502 → 64279 [PSH, ACK] Seq=8473 Ack=9541 Win=502 Len=11"
"5250","Jul 14, 2025 09:51:32.286022000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","64279 → 502 [ACK] Seq=9541 Ack=8484 Win=20202 Len=0"
"5251","Jul 14, 2025 09:51:32.289585000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Dup ACK 5250#1] 64279 → 502 [ACK] Seq=9541 Ack=8484 Win=20202 Len=0"
"5252","Jul 14, 2025 09:51:32.393940000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","Modbus/TCP","   Query: Trans:   337; Unit:   1, Func:   1: Read Coils"
"5253","Jul 14, 2025 09:51:32.398007000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Retransmission] 64279 → 502 [PSH, ACK] Seq=9541 Ack=8484 Win=20202 Len=12"
"5254","Jul 14, 2025 09:51:32.400567000 EDT","08:00:27:df:f0:f9","08:00:27:6e:55:85","0x8100","10.10.10.10","10.10.20.30","502","64279","Modbus/TCP","Response: Trans:   337; Unit:   1, Func:   1: Read Coils"
"5255","Jul 14, 2025 09:51:32.402769000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.10.10","10.10.20.30","502","64279","TCP","[TCP Retransmission] 502 → 64279 [PSH, ACK] Seq=8484 Ack=9553 Win=502 Len=10"
"5256","Jul 14, 2025 09:51:32.454328000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","64279 → 502 [ACK] Seq=9553 Ack=8494 Win=20192 Len=0"
"5257","Jul 14, 2025 09:51:32.457409000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Dup ACK 5256#1] 64279 → 502 [ACK] Seq=9553 Ack=8494 Win=20192 Len=0"
"5258","Jul 14, 2025 09:51:32.567065000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","Modbus/TCP","   Query: Trans:   338; Unit:   1, Func:   4: Read Input Registers"
"5259","Jul 14, 2025 09:51:32.571717000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Retransmission] 64279 → 502 [PSH, ACK] Seq=9553 Ack=8494 Win=20192 Len=12"
"5260","Jul 14, 2025 09:51:32.574634000 EDT","08:00:27:df:f0:f9","08:00:27:6e:55:85","0x8100","10.10.10.10","10.10.20.30","502","64279","Modbus/TCP","Response: Trans:   338; Unit:   1, Func:   4: Read Input Registers"
"5261","Jul 14, 2025 09:51:32.576671000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.10.10","10.10.20.30","502","64279","TCP","[TCP Retransmission] 502 → 64279 [PSH, ACK] Seq=8494 Ack=9565 Win=502 Len=11"
"5262","Jul 14, 2025 09:51:32.623615000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","64279 → 502 [ACK] Seq=9565 Ack=8505 Win=20181 Len=0"
"5263","Jul 14, 2025 09:51:32.626429000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Dup ACK 5262#1] 64279 → 502 [ACK] Seq=9565 Ack=8505 Win=20181 Len=0"
"5264","Jul 14, 2025 09:51:32.745217000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","Modbus/TCP","   Query: Trans:   339; Unit:   1, Func:   3: Read Holding Registers"
"5265","Jul 14, 2025 09:51:32.748560000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Retransmission] 64279 → 502 [PSH, ACK] Seq=9565 Ack=8505 Win=20181 Len=12"
"5266","Jul 14, 2025 09:51:32.751801000 EDT","08:00:27:df:f0:f9","08:00:27:6e:55:85","0x8100","10.10.10.10","10.10.20.30","502","64279","Modbus/TCP","Response: Trans:   339; Unit:   1, Func:   3: Read Holding Registers"
"5267","Jul 14, 2025 09:51:32.754191000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.10.10","10.10.20.30","502","64279","TCP","[TCP Retransmission] 502 → 64279 [PSH, ACK] Seq=8505 Ack=9577 Win=502 Len=11"
"5268","Jul 14, 2025 09:51:32.798488000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","64279 → 502 [ACK] Seq=9577 Ack=8516 Win=20170 Len=0"
"5269","Jul 14, 2025 09:51:32.800898000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Dup ACK 5268#1] 64279 → 502 [ACK] Seq=9577 Ack=8516 Win=20170 Len=0"
"5270","Jul 14, 2025 09:51:32.921987000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","Modbus/TCP","   Query: Trans:   340; Unit:   1, Func:   1: Read Coils"
"5271","Jul 14, 2025 09:51:32.924048000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Retransmission] 64279 → 502 [PSH, ACK] Seq=9577 Ack=8516 Win=20170 Len=12"
"5272","Jul 14, 2025 09:51:32.927688000 EDT","08:00:27:df:f0:f9","08:00:27:6e:55:85","0x8100","10.10.10.10","10.10.20.30","502","64279","Modbus/TCP","Response: Trans:   340; Unit:   1, Func:   1: Read Coils"
"5273","Jul 14, 2025 09:51:32.930600000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.10.10","10.10.20.30","502","64279","TCP","[TCP Retransmission] 502 → 64279 [PSH, ACK] Seq=8516 Ack=9589 Win=502 Len=10"
"5274","Jul 14, 2025 09:51:32.978870000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","64279 → 502 [ACK] Seq=9589 Ack=8526 Win=20160 Len=0"
"5275","Jul 14, 2025 09:51:32.980608000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Dup ACK 5274#1] 64279 → 502 [ACK] Seq=9589 Ack=8526 Win=20160 Len=0"
"5276","Jul 14, 2025 09:51:33.093760000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","Modbus/TCP","   Query: Trans:   341; Unit:   1, Func:   4: Read Input Registers"
"5277","Jul 14, 2025 09:51:33.095111000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Retransmission] 64279 → 502 [PSH, ACK] Seq=9589 Ack=8526 Win=20160 Len=12"
"5278","Jul 14, 2025 09:51:33.099197000 EDT","08:00:27:df:f0:f9","08:00:27:6e:55:85","0x8100","10.10.10.10","10.10.20.30","502","64279","Modbus/TCP","Response: Trans:   341; Unit:   1, Func:   4: Read Input Registers"
"5279","Jul 14, 2025 09:51:33.100922000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.10.10","10.10.20.30","502","64279","TCP","[TCP Retransmission] 502 → 64279 [PSH, ACK] Seq=8526 Ack=9601 Win=502 Len=11"
"5280","Jul 14, 2025 09:51:33.144233000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","64279 → 502 [ACK] Seq=9601 Ack=8537 Win=20149 Len=0"
"5281","Jul 14, 2025 09:51:33.146184000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Dup ACK 5280#1] 64279 → 502 [ACK] Seq=9601 Ack=8537 Win=20149 Len=0"
"5282","Jul 14, 2025 09:51:33.262847000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","Modbus/TCP","   Query: Trans:   342; Unit:   1, Func:   3: Read Holding Registers"
"5283","Jul 14, 2025 09:51:33.264857000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Retransmission] 64279 → 502 [PSH, ACK] Seq=9601 Ack=8537 Win=20149 Len=12"
"5284","Jul 14, 2025 09:51:33.269517000 EDT","08:00:27:df:f0:f9","08:00:27:6e:55:85","0x8100","10.10.10.10","10.10.20.30","502","64279","Modbus/TCP","Response: Trans:   342; Unit:   1, Func:   3: Read Holding Registers"
"5285","Jul 14, 2025 09:51:33.271746000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.10.10","10.10.20.30","502","64279","TCP","[TCP Retransmission] 502 → 64279 [PSH, ACK] Seq=8537 Ack=9613 Win=502 Len=11"
"5286","Jul 14, 2025 09:51:33.320262000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","64279 → 502 [ACK] Seq=9613 Ack=8548 Win=20138 Len=0"
"5287","Jul 14, 2025 09:51:33.322270000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Dup ACK 5286#1] 64279 → 502 [ACK] Seq=9613 Ack=8548 Win=20138 Len=0"
"5288","Jul 14, 2025 09:51:33.432895000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","Modbus/TCP","   Query: Trans:   343; Unit:   1, Func:   1: Read Coils"
"5289","Jul 14, 2025 09:51:33.436904000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Retransmission] 64279 → 502 [PSH, ACK] Seq=9613 Ack=8548 Win=20138 Len=12"
"5290","Jul 14, 2025 09:51:33.439059000 EDT","08:00:27:df:f0:f9","08:00:27:6e:55:85","0x8100","10.10.10.10","10.10.20.30","502","64279","Modbus/TCP","Response: Trans:   343; Unit:   1, Func:   1: Read Coils"
"5291","Jul 14, 2025 09:51:33.443133000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.10.10","10.10.20.30","502","64279","TCP","[TCP Retransmission] 502 → 64279 [PSH, ACK] Seq=8548 Ack=9625 Win=502 Len=10"
"5292","Jul 14, 2025 09:51:33.485551000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","64279 → 502 [ACK] Seq=9625 Ack=8558 Win=20128 Len=0"
"5293","Jul 14, 2025 09:51:33.488039000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Dup ACK 5292#1] 64279 → 502 [ACK] Seq=9625 Ack=8558 Win=20128 Len=0"
"5294","Jul 14, 2025 09:51:33.604505000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","Modbus/TCP","   Query: Trans:   344; Unit:   1, Func:   4: Read Input Registers"
"5295","Jul 14, 2025 09:51:33.607003000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Retransmission] 64279 → 502 [PSH, ACK] Seq=9625 Ack=8558 Win=20128 Len=12"
"5296","Jul 14, 2025 09:51:33.610744000 EDT","08:00:27:df:f0:f9","08:00:27:6e:55:85","0x8100","10.10.10.10","10.10.20.30","502","64279","Modbus/TCP","Response: Trans:   344; Unit:   1, Func:   4: Read Input Registers"
"5297","Jul 14, 2025 09:51:33.615569000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.10.10","10.10.20.30","502","64279","TCP","[TCP Retransmission] 502 → 64279 [PSH, ACK] Seq=8558 Ack=9637 Win=502 Len=11"
"5298","Jul 14, 2025 09:51:33.669474000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","64279 → 502 [ACK] Seq=9637 Ack=8569 Win=20117 Len=0"
"5299","Jul 14, 2025 09:51:33.673295000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Dup ACK 5298#1] 64279 → 502 [ACK] Seq=9637 Ack=8569 Win=20117 Len=0"
